MDU,HW_Property Name,Address,RecordID,Zip
F1227,ISLAND CREST,"10680 South Ocean Drive, Hutchinson Island South, FL 34957-2682, USA",004345672,34957
F0860,ISLAND DUNES OCEANSIDE II,"8800 South Ocean Drive, FL 34957-2143, USA",094486130,34957
F0787,ISLANDIA II,"9500 South Ocean Drive, Hutchinson Island South, FL 34957-2337, USA",097950643,34957
F1707,ISLANDWALK AT THE WEST VILLAGES,"ISLANDWALK AT THE WEST VILLAGES, Venice, FL 34293, USA",,
F0504,ISLES AT WELLINGTON,"4325 Isles Vista Boulevard, Wellington, FL 33449-7403, USA",065330300,33449
F1949,ISLEWORTH COMMUNITY,"6342 Deacon Circle, Windermere, FL 34786-8938, USA",081298878,34786
F0556,JACKSON TOWER LAS OLAS,"100 South Birch Road, Fort Lauderdale, FL 33316-1539, USA",000535433,33316
F1131,JACKSONVILLE GOLF AND COUNTRY CLUB - BULK,"3985 Hunt Club Road North, Jacksonville, FL 32224-8416, USA",060695378,32224
F1016,JADE OCEAN,"17121 Collins Avenue, Sunny Isles Beach, FL 33160-3897, USA",026082470,33160
F0609,JADE SIGNATURE,"16901 Collins Avenue, Sunny Isles Beach, FL 33160-5344, USA",025341153,33160
F1266,JADE WINDS,"1700 Northeast 191st Street, Florida 33179-4283, USA",025662186,33179
F1888,JEANNIE TOWNHOMES,"10401 West Okeechobee Road, Hialeah Gardens, FL 33018-1906, USA",003187026,33018
F1235,JOHN KNOX VILLAGE,"651 Village Drive, Pompano Beach, FL 33060-3700, USA",082271688,33060
NC252,JOHNSONS LANDING,"9709 Bitter Melon Drive, Angier, NC 27501, USA",098616849,27501
F0772,"JONATHAN'S BAY","6001 Jonathans Bay Circle, Fort Myers, FL 33908-4228, USA",078318217,33908
F0359,JONATHANS LANDING,"3755 Barrow Island Road, Jupiter, FL 33477-1353, USA",058836183,33477
F0153,"JOURNEY'S END","6400 Journeys End Boulevard, Greenacres, FL 33467-8750, USA",081624439,33467
F0593,JUPITER COUNTRY CLUB,"280 Cortona Boulevard, Jupiter, FL 33478-5447, USA",046462677,33478
F0953,JUPITER DUNES CONDO,"101 Clubhouse Circle, Jupiter, FL 33477-4527, USA",001197855,33477
F1889,JUPITER INLET,"755 Saturn Street, Jupiter, FL 33477-4487, USA",088386820,33477
F1349,JW MARRIOTT TURNBERRY RESORT,"JW MARRIOTT TURNBERRY RESORT, Aventura, FL 33180, USA",,
F1445,K2 SWEETWATER FIU,"FIU, MIAMI, K2, Sweetwater, FL 33174, USA",,
F0490,KAI AT BAY HARBOUR,"9940 West Bay Harbor Drive, Bay Harbor Islands, FL 33154-1506, USA",099291025,33154
F1489,KAWAMA TOWER,"1530 Ocean Bay Drive, Key Largo, FL 33037-4283, USA",021714641,33037
F1484,KAWAMA YACHT CLUB PHASE 1,"1500 Ocean Bay Drive, Key Largo, FL 33037-4238, USA",020641689,33037
NC251,KELLSWATER BRIDGE,"4750 Kellswater Bridge Boulevard, Kannapolis, NC 28081, USA",068723736,28081
F1186,KENNELS HIALEAH,"7218 West 4th Avenue, Hialeah, FL 33014-5019, USA",086586316,33014
F1326,KENSINGTON PARK,"2700 Pine Ridge Road, Naples, FL 34109-5994, USA",045232952,34109
F1577,KENSINGTON PRESERVE OF ST ANDREWS EAST,1734 CELTIC DR 34293,026627455,34293
F1564,KEY BISCAYNE AMBASSADOR,"575 Crandon Boulevard, Key Biscayne, FL 33149-1869, USA",076717287,33149
F1093,KEY COLONY BEACH CLUB,501 E OCEAN DR 33051,070693901,33051
F0779,KEY HARBOUR,3371 N KEY DR 33903,054935463,33903
F0870,KEYSTONE,"2052 Keystone Drive, Jupiter, FL 33458-8055, USA",033608325,33458
T1074,KIA ORA PARK APARTMENTS,"9300 Coit Road, Plano, TX 75025-4481, USA",097147479,75025
F1670,KINGS CREEK SOUTH CONDOMINIUM,"7735 Southwest 86th Street, Florida 33143-7201, USA",089172172,33143
F1617,"KOSHER HOUSE, DOLCE BY WYNDHAM","KOSHER HOUSE, DOLCE BY WYNDHAM, Davie, FL 33314, USA",,
F0970,King David of Sunny Isles,"17555 Atlantic Boulevard, Sunny Isles Beach, FL 33160-2993, USA",027026907,33160
F0917,"L'ATELIER CONDOMINIUM",6901 COLLINS AVE 33141,084113323,33141
F1154,"L'EXCELLENCE","5757 Collins Avenue, Miami Beach, FL 33140-2300, USA",076754604,33140
F1798,"L'HERMITAGE I","L HERMITAGE I, Fort Lauderdale, FL 33308, USA",,
F1209,LA CLARA,"200 Arkona Court, West Palm Beach, FL 33401-7106, USA",031885652,33401
F1391,LA CONCHA KEY WEST,"LA CONCHA KEY WEST, Duval Street, Key West, FL 33040, USA",,
F1890,LA COSTA BEACH CLUB,1504 N OCEAN BLVD 33062,020800689,33062
F1057,LA MAISON CLUB,"3450 Gulf Shore Boulevard North, Naples, FL 34103-3691, USA",055884622,34103
F1646,LA PALMA CONDOMINIUM APARTMENT,"2860 South Ocean Boulevard, Palm Beach, FL 33480-5584, USA",047289657,33480
F0214,LA PERLA,"16699 Collins Avenue, Sunny Isles Beach, FL 33160-5408, USA",024998270,33160
F1842,LA PLAYA A CONDOMINIUM,"LA PLAYA A CONDOMINIUM, Longboat Key, FL 34228, USA",,
F0871,LA RENAISSANCE,"3230 South Ocean Boulevard, Palm Beach, FL 33480-5631, USA",053247890,33480
F1620,LA TOUR RIVAGE,1851 GULF SHORE BLVD N 34102,029040512,34102
F1195,LAGUNA LAKES,"15250 Lakes of Laguna Boulevard, Fort Myers, FL 33908-9689, USA",021575164,33908
F0189,LAKE AUSTIN RESERVE,"14200 Avalon Road, Florida 34787-8600, USA",018495191,34787
F1502,LAKE ESTATES AT ROLLING HILLS,"3600 West Rolling Hills Circle, Davie, FL 33328, USA",057356302,33328
F1831,LAKE PARK CONDOMINIUM,"922 Northeast 199th Street, Miami, FL 33179-3054, USA",096781498,33179
F0187,LAKE WASHINGTON,"2727 Revolution Street, Melbourne, FL 32935-3837, USA",045699235,32935
F1846,LAKEFIELD WEST HOA,"1689 South Club Drive, Wellington, FL 33414, USA",025292568,33414
F0662,LAKERIDGE GREENS,"6824 Sun River Road, Boynton Beach, FL 33437-6032, USA",083812832,33437
F1711,LAKES OF CAPRI CONDOMINIUM,"1050 Capri Isles Boulevard, Venice, FL 34292-4472, USA",003672238,34292
F1378,LAKES OF CARRIAGE HILLS,"4985 East Sabal Palm Boulevard, Tamarac, FL 33319-2628, USA",070141675,33319
F0163,LAKES OF SHERBROOKE,"8130 Havasu Court, Greenacres, FL 33467-5533, USA",091461084,33467
F1151,LAKES ON THE BLUFFS HOA,"1165 11th Court, Jupiter, FL 33477-9002, USA",009136274,33477
F1035,LAKES ON THE GREEN,"19434 Northwest 87th Place, Hialeah, FL 33018, USA",030834471,33018
F0078,LANDMARK GARDENS,"3600 Gardens Parkway, Palm Beach Gardens, FL 33410-2721, USA",057347343,33410
F1536,LANDS END CONDOMINIUM,"44 Yacht Club Drive, North Palm Beach, FL 33408-3989, USA",065919234,33408
F1526,LAS OLAS GRAND,"411 North New River Drive East, Fort Lauderdale, FL 33301-3176, USA",062823325,33301
F1521,LAS OLAS RIVER HOUSE,"333 Las Olas Way, Fort Lauderdale, FL 33301-2363, USA",054523386,33301
F1200,LAS OLAS VILLAS CONDOMINIUM,1770 E LAS OLAS BLVD 33301,027250037,33301
F1537,LAS SEVILLAS,"10012 Northwest 7th Street, Florida 33172-4059, USA",000710596,33172
F0768,LAS VERDES,"5121 Las Verdes Circle, Delray Beach, FL 33484-8018, USA",072118254,33484
F0507,LATITUDE DELRAY,225 S LATITUDE CIR 33483,038248008,33483
F0180,LATITUDE ON THE RIVER,"185 Southwest 7th Street, Miami, FL 33130-2990, USA",029011031,33130
F0224,LATITUDE ONE,"175 Southwest 7th Street, Miami, FL 33130-2992, USA",026933839,33130
F1964,LAUREL LAKES,"8255 Laurel Lakes Way, Naples, FL 34119-6793, USA",092229536,34119
F1285,LAUREL OAKS,"15600 Red Fox Run, Fort Myers, FL 33912, USA",022405315,33912
F0352,LAUSANNE CONDO,"3115 Gulf Shore Boulevard North, Naples, FL 34103-3943, USA",051382761,34103
F1020,LAWRENCE LAKE ESTATES,25 LAWRENCE LAKE DR 33436,042258522,33436
F1476,LAWRENCE OAKS,"7940 Manor Forest Boulevard, Boynton Beach, FL 33436, USA",089971583,33436
F1150,"LAZY RIVER VILLAGE, INC","10500 South Tamiami Trail, Florida 34287-1008, USA",003694581,34287
F1605,LE CHATEAU,37 SUNSET DR 34236,058238715,34236
F1511,LE CLUB INTERNATIONAL,"2845 Northeast 9th Street, Fort Lauderdale, FL 33304-3651, USA",047139836,33304
F0623,LE JARDIN,1160 102ND ST 33154,008997720,33154
F0913,LE MER ESTATES,"1890 South Ocean Drive, Hallandale Beach, FL 33009-7621, USA",029553441,33009
F0463,LE PARC AT BRICKELL,"1600 Southwest 1st Avenue, Miami, FL 33129-1114, USA",023297309,33129
F1420,LE RIVAGE,4351 GULF SHORE BLVD N 34103,065571170,34103
F1368,LE TRIANON CONDOMINIUM,"6061 Collins Avenue, Miami Beach, FL 33140-2210, USA",078974452,33140
F1279,LEGACY 36TH,"3645 Northwest 36th Street, Miami, FL 33142-4953, USA",057846114,33142
F1222,LEGACY AT 19TH ST,"1622 Northwest 19th Street, Miami, FL 33125-1518, USA",024052424,33125
F0966,LEGACY POINT AT UCF,"2110 Hestia Loop, Oviedo, FL 32765-9274, USA",035116774,32765
F0724,LEGENDS GOLF AND CC,"8600 Legends Boulevard, Fort Myers, FL 33912-7007, USA",093775021,33912
F0983,LEISURE TERRACE,3100 NE 29TH ST 33308,051074690,33308
F0928,LENNAR C5 RESIDENCES AT THE GATEWAY,"10495 Bradmore Road, Fort Myers, FL 33913, USA",003464505,33913
F1660,LESINA AT HAMMOCK BAY,"1050 Borghese Lane, Florida 34114-7921, USA",003671450,34114
F1804,LEXINGTON COUNTRY CLUB,"16411 Millstone Circle, Fort Myers, FL 33908-7630, USA",024518536,33908
NC254,LEXINGTON PLANTATION,"646 Centennial Parkway, Cameron, NC 28326, USA",081968696,28326
F0850,LINKS POA,"LINKS POA, Jupiter, FL 33478, USA",,
F0925,LOEWS MIAMI BEACH HOTEL,"LOEWS MIAMI BEACH HOTEL, Collins Avenue, Miami Beach, FL 33139, USA",,
F0198,LOFT DOWNTOWN II,"133 Northeast 2nd Avenue, Miami, FL 33132-2904, USA",015608023,33132
F1452,LONDON TOWER,"9381 East Bay Harbor Drive, Bay Harbor Islands, FL 33154-2392, USA",097458770,33154
F1685,LONGBOAT BEACH HOUSE CONDOMINIUM,4311 GULF OF MEXICO DR 34228,065177296,34228
F1248,LONGBOAT HARBOUR,"4454 Gulf of Mexico Drive, Longboat Key, FL 34228-2404, USA",066463483,34228
F1668,LONGWATER CHASE,"3053 51st Street, FL 34234-3327, USA",050248338,34234
F0838,LORRAINE LAKES,"16604 Westport Drive, Bradenton, FL 34211-1425, USA",024888584,34211
F0420,LOXAHATCHEE CLUB,"1010 Loxahatchee Club Drive, Jupiter, FL 33458-7710, USA",001365408,33458
F1679,LUCERN LAKES SOUTH HOA,"4400 Lucerne Lakes Boulevard North, Greenacres, FL 33467-3958, USA",065963640,33467
F0514,LUCERNE,3100 GULF SHORE BLVD N 34103,051070862,34103
F1574,LUCERNE LAKES HOMES NORTH,"4119 Lucerne Lakes Boulevard, Greenacres, FL 33467-8841, USA",062947108,33467
F0989,LUNA OCEAN RESIDENCES,"704 North Ocean Boulevard, Pompano Beach, FL 33062-4655, USA",085170969,33062
F1029,Lakewood Village,"4280 Lakewood Road, FL 33461-3437, USA",064807888,33461
F0993,Lexington Lakes,"10238 Lexington Lakes Boulevard, Boynton Beach, FL 33436, USA",002246347,33436
F0228,MADRID CLUB,"3430 Gulf Shore Boulevard North, Naples, FL 34103-3681, USA",055685226,34103
F0635,MAGNOLIA AT WESTSIDE,"2406 Biscotto Circle, Florida 33897-8388, USA",040920734,34747
F1146,MAGNOLIA BAY GARDENS,"4500 Magnolia Bay Drive, Palm Beach Gardens, FL 33418, USA",066821010,33418
F0495,MAGNOLIA COVE,MAGNOLIA LANE 34112,099424151,34112
F0565,MAGNOLIA FALLS,"9150 Galleria Court, FL 34109-4379, USA",096394803,34109
F1833,MAGNOLIA PARK,"100 Gardens Edge Drive, Venice, FL 34285, USA",000467195,34285
F1140,MALAGA CONDOMINIUM,"1920 South Ocean Drive, Hallandale Beach, FL 33009-5980, USA",030401049,33009
F0614,MALLORY CREEK,"1221 Jeaga Drive, Jupiter, FL 33458, USA",011697885,33458
F0665,MANCHESTER SQUARE,"13355 Kent Street, Naples, FL 34109, USA",015807247,34109
F1155,MANOR AT MIRAMAR,"1 Main Street, Hollywood, FL 33023-1354, USA",000100842,33023
F1812,MANOR HOUSE,120 N OCEAN BLVD 33483,010451353,33483
F1431,MANOR WEST RIVER,"927 West Chestnut Street, Tampa, FL 33607, USA",097008408,33607
F1508,MANTELL CONDO,"255 West 24th Street, Miami Beach, FL 33140-4609, USA",043255426,33140
F1827,MARBELLA CONDOMINIUM,"9341 Collins Avenue, Surfside, FL 33154-2624, USA",097337210,33154
F0436,MAREA,801 S POINTE DR 33139,090516812,33139
F1294,MARENAS RESORT,"MARENAS RESORT, Collins Avenue, Sunny Isles Beach, FL 33160, USA",,
F1494,MARINA BAY,"1031 U.S. 1, North Palm Beach, FL 33408, USA",002698787,33408
F0139,MARINA GRANDE RB,"2640 Lake Shore Drive, Riviera Beach, FL 33404-4665, USA",044554274,33404
F1137,MARINA MANOR I,"1100 8th Avenue South, Naples, FL 34102-6971, USA",005945374,34102
F1138,MARINA MANOR II,"1100 8th Avenue South, Naples, FL 34102-6971, USA",005945374,34102
F1139,MARINA MANOR III,"1100 8th Avenue South, Naples, FL 34102-6971, USA",005945374,34102
F0414,MARINA PALMS,"MARINA PALMS, North Miami Beach, FL 33160, USA",,
F1090,MARINER CAY,"3901 Southeast Saint Lucie Boulevard, Stuart, FL 34997-6176, USA",060074653,34997
F1177,MARINER SANDS COUNTRY CLUB,"6500 Southeast Mariner Sands Drive, Stuart, FL 34997-8723, USA",082201292,34997
F1779,MARINERS CLUB KEY LARGO,"97501 Overseas Highway, Key Largo, FL 33037-4012, USA",098751596,33037
F1372,MARIPOSA,"9130 Hypoluxo Road, FL 33467-5285, USA",096282895,33467
F0580,MARLWOOD ESTATES,"1001 Dunbar Road, Palm Beach Gardens, FL 33418, USA",000662124,33418
F0636,MARQUESA ISLES,"2101 County Barn Road, Naples, FL 34112, USA",034793781,34112
F1338,MARRIOTT AUTOGRAPH COLLECTION,"MARRIOTT AUTOGRAPH COLLECTION, Daytona Beach, FL 32115, USA",,
F1167,MARRIOTT RESPORT PALM BEACH,"MARRIOTT RESPORT PALM BEACH, North Ocean Drive, Riviera Beach, FL 33404, USA",,
F0217,MARSH HARBOUR,"1451 North Congress Avenue, Riviera Beach, FL 33404, USA",019404332,33404
F0589,MARTINIQUE,"1812 Dakota Drive, Jupiter, FL 33458, USA",028209040,33458
F0404,MARTINIQUE CLUB,"3003 Gulf Shore Boulevard North, Naples, FL 34103-3942, USA",049189139,34103
F1893,MAYAN TOWERS,"125 South Ocean Avenue, Palm Beach Shores, FL 33404-5769, USA",012767731,33404
F1081,MAYBURY MANSIONS,"2451 Northeast 51st Street, Fort Lauderdale, FL 33308-4007, USA",041733198,33308
F0832,MB STATION,"3170 Southwest 22nd Terrace, Miami, FL 33145-3106, USA",052264066,33145
F0620,MEADOWS AT MARTIN DOWNS,"2550 Southwest Waterfall Boulevard, Palm City, FL 34990-6033, USA",043267816,34990
F1040,MERIDIAN CLUB,"4901 Gulf Shore Boulevard North, Naples, FL 34103-2223, USA",069669338,34103
F0995,MERIDIAN DELRAY,"335 Southeast 6th Avenue, Delray Beach, FL 33483-5298, USA",054752556,33483
F1894,MERIDIAN PARK,"3001 Meridian Way South, Palm Beach Gardens, FL 33410-5073, USA",049158270,33410
F1237,MERRIMAC PLANTATION,"1711 North University Drive, Plantation, FL 33322-4123, USA",026040981,33322
F0085,MET 1,"300 South Biscayne Boulevard, Miami, FL 33131-5312, USA",049101651,33131
F0745,METROPICA ONE,"2000 Metropica Way, Sunrise, FL 33323-3215, USA",032020594,33323
F1501,METROPOLIS I AT DADELAND,"7440 North Kendall Drive, Florida 33156-7751, USA",087866104,33156
F1482,METROPOLIS II AT DADELAND,"7440 North Kendall Drive, Florida 33156-7751, USA",087866104,33156
F0447,METROPOLITAN,"1224 Northeast 24th Street, Wilton Manors, FL 33305, USA",011817257,33305
F0837,MIAMI PLAZA,"1502 Northeast Miami Place, Miami, FL 33132-1324, USA",020731795,33132
F0730,MIAMI WORLD CENTER CAOBA,"698 Northeast 1st Avenue, Miami, FL 33132-1805, USA",084418118,33132
F0552,MIDTOWN APARTMENTS,"2316 Southwest 17th Place, Cape Coral, FL 33991-3581, USA",039470136,33991
C1588,MIRA VISTA AT MISSION HILLS,1 VÃ­A BELLA 92270,000167132,92270
F0403,MIRAGE BAY,"14401 Metro Parkway, Fort Myers, FL 33912-4307, USA",019116740,33912
F1283,MIRAMAR II,"9960 South Ocean Drive, Hutchinson Island South, FL 34957-2455, USA",099331415,34957
F1695,MIRAVISTA,"481 Quail Forest Boulevard, Naples, FL 34105-5569, USA",069103285,34105
F0460,MISSIONBAY,"10555 Diego Drive South, Florida 33428-1202, USA",003867912,33428
F1091,MISSONI BAIA,"700 Northeast 26th Street, Miami, FL 33137-4733, USA",084770007,33137
F1435,MISTY OAKS CONDO,"4100 Carriage Drive, Pompano Beach, FL 33069-5502, USA",062670724,33069
F1874,MIZNER COUNTRY CLUB,"8583 Valhalla Drive, Delray Beach, FL 33446-9566, USA",093683159,33446
F1850,MIZNER POINTE,"21123 VÃÂ­a Ventura, Boca Raton, FL 33433-2230, USA",035182136,33433
F0166,MODERA SKYLAR,"1444 Northwest 14th Avenue, Miami, FL 33125-1686, USA",019204562,33125
F0441,MODERN DORAL,"107 AVENUE Northwest 74th Street, Doral, FL 33178, USA",004377585,33178
F0864,MONAD TERRACE,"1135 Monad Terrace, Miami Beach, FL 33139, USA",007943801,33139
F1309,MONDRIAN SOUTH BEACH,,,33139
F1329,MONTE CARLO TOWERS,"3301 Bayshore Boulevard, Tampa, FL 33629-8875, USA",054083740,33629
F1413,MONTEREY LAKE,"5182 Monterey Lane, Delray Beach, FL 33484-8347, USA",072657815,33484
F1218,MONTEREY YACHT AND COUNTY CLUB,"1991 Southwest Palm City Road, Stuart, FL 34994-4370, USA",031441500,34994
F1528,MOON BAY,"104350 Overseas Highway, Key Largo, FL 33037-2936, USA",003315651,33037
S1169,MOORELAND RESERVE,"4601 Arran Court, Myrtle Beach, SC 29579-7090, USA",067613185,29579
F0487,MOORINGS BAY,322 HARBOUR DR 34103,053057909,34103
"F0841, F0842",MOORINGS PARK ALL PHASES,,,34103
F1723,MOSAIC,"3801 Collins Avenue, FL 33140-3705, USA",059201581,33140
F0742,MOTION AT DADELAND,"8400 South Dixie Highway, Florida 33143-7822, USA",092937290,33143
F1196,MOXY WYNWOOD,"240 Northwest 25th Street, Miami, FL 33127-4341, USA",040767465,33127
F0766,MR C COCONUT GROVE,"MR C COCONUT GROVE, McFarlane Road, Miami, FL 33133, USA",,
F1818,MUIR VILLAS HOA,"MUIR VILLAS HOA, Muir Circle, Wellington, FL 33414, USA",,
F1600,MURANO BAY,1400 MURANO BAY DRIVE 33435,017622397,33435
F0608,MUSE,"17141 Collins Avenue, Sunny Isles Beach, FL 33160-4290, USA",026133065,33160
F1745,MV II (MARINA VILLAGE II),"MV II (MARINA VILLAGE II, Fisher Island, FL 33109, USA",,
F0353,MY BRICKELL,"31 Southeast 6th Street, Miami, FL 33131-3098, USA",050942922,33131
F0510,MYSTIC POINTE TOWER 100,"19195 Mystic Pointe Drive, Aventura, FL 33180-4502, USA",030354551,33180
F1645,NAPLES BEACH CLUB 851 GULF SHORE,"851 Gulf Shore Boulevard North, Naples, FL 34102-5332, USA",093424637,34102
F1350,NAPLES PARK CENTRAL,"NAPLES PARK CENTRAL, 9th Street North, Naples, FL 34102, USA",,
F0927,NASSAU SUITE HOTEL,"NASSAU SUITE HOTEL, Collins Avenue, Miami Beach, FL 33139, USA",,
F1384,NATIIVO HOTEL,"NATIIVO HOTEL, Miami, FL 33130, USA",,
F1270,NAUTICA SOUND,"7243 Chesapeake Circle, Boynton Beach, FL 33436-8544, USA",086761336,33436
F0236,NEO VERTIKA,"690 Southwest 1st Court, Miami, FL 33130-2991, USA",084102887,33130
F0597,NEOVITA DORAL SFH,"6801 Northwest 103rd Avenue, Doral, FL 33178-4618, USA",083678031,33178
F0511,NEOVITA DORAL TOWNHOMES,"7201 Northwest 102nd Place, Doral, FL 33178-4415, USA",086458577,33178
F1111,NEW FLORESTA,"2769 Northwest 27th Avenue, Boca Raton, FL 33434-3693, USA",046122834,33434
F0637,NEW HAVEN AT ABACOA,"147 Poinciana Drive, Jupiter, FL 33458, USA",019790049,33458
F1587,NEW RIVER WEST,"401 Southwest 1st Avenue, Fort Lauderdale, FL 33301-4617, USA",061358717,33301
F0358,NEW RIVER YACHT CLUB,"400 Southwest 1st Avenue, Fort Lauderdale, FL 33301-3476, USA",061149679,33301
F0801,NEW WATERFORD,"800 New Waterford Drive, Florida 34104-7891, USA",090403622,34104
F1359,NEWCASTLE AT CENTURY VILLAGE,"4016 Newcastle A, Florida 33434-4621, USA",061445599,33434
F0401,NEWPORT BAY CLUB,"17252 Newport Club Drive, Boca Raton, FL 33496, USA",026439974,33496
F1548,NEWPORT COVE,"7751 Stirling Bridge Boulevard South, Delray Beach, FL 33446, USA",089233369,33446
F0350,NORTH STAR YACHT CLUB CONDO,"3420 Hancock Bridge Parkway, North Fort Myers, FL 33903-7003, USA",055566106,33903
F1455,NORTON PARK PLACE,"1501 South Flagler Drive, West Palm Beach, FL 33401-7119, USA",020694381,33401
F1618,NOVA HILLS VILLAS CONDOMINIUM,"7524 Southwest 26th Court, Davie, FL 33314-1001, USA",088278573,33314
F0152,OAKBROOK VILLAGE,"8200 Southwest 24th Street, North Lauderdale, FL 33068-5105, USA",091897160,33068
F0197,OASIS AT FORT MYERS,"3040 Oasis Grand Boulevard, Fort Myers, FL 33916-1520, USA",050041837,33916
F0550,OASIS AT FT. MYERS TOWER 1,"3000 Oasis Grand Boulevard, Fort Myers, FL 33916-1524, USA",049139485,33916
F0399,OCEAN BAL HARBOUR,"10201 Collins Avenue, Bal Harbour, FL 33154-1488, USA",002072742,33154
F0650,OCEAN BAY CLUB CONDO,"5555 North Ocean Boulevard, Lauderdale-by-the-Sea, FL 33308-2307, USA",075572348,33308
F1676,OCEAN BAY VILLAS,"11027 South Ocean Drive, FL 34957-2612, USA",006131720,34957
F1249,OCEAN CAY,"OCEAN CAY, Ocean Cay Way, Palm Beach, FL 33480, USA",,
F0932,OCEAN DELRAY,1901 S OCEAN BLVD 33483,029889200,33483
F1034,OCEAN DUNES,"3015 South Ocean Boulevard, Highland Beach, FL 33487-1870, USA",049496452,33487
F0237,OCEAN FOUR CONDOMINIUMS,"17201 Collins Avenue, Florida 33160-3475, USA",026317268,33160
F1715,OCEAN GRANDE,3300 N SURF RD 33019,054074182,33019
F1800,OCEAN III,"18911 Collins Avenue, Sunny Isles Beach, FL 33160-2387, USA",029568442,33160
F1082,OCEAN LANE PLAZA,"170 Ocean Lane Drive, Key Biscayne, FL 33149-1460, USA",025625762,33149
F0857,OCEAN ONE,"19333 Collins Avenue, Sunny Isles Beach, FL 33160-2336, USA",030668731,33160
F1072,OCEAN PALMS,"3101 South Ocean Drive, Hollywood, FL 33019-2804, USA",051096805,33019
F1051,OCEAN PARKS,"300 North Highway A1A, Jupiter, FL 33477-9510, USA",049084629,33477
F0872,OCEAN PINES CONDOMINIUM,"3009 South Ocean Boulevard, Highland Beach, FL 33487-1869, USA",049289955,33487
F1786,OCEAN POINT,"345 Ocean Drive, Miami Beach, FL 33139-8756, USA",055868381,33139
F1087,OCEAN POINTE,"500 Burton Drive, Tavernier, FL 33070-3100, USA",070515336,33070
F1845,OCEAN REEF TOWERS,"2066 North Ocean Boulevard, Boca Raton, FL 33431-7826, USA",033866217,33431
F0444,OCEAN RESERVE,"19370 Collins Avenue, Sunny Isles Beach, FL 33160-2240, USA",030722087,33160
F1162,OCEAN RESIDENCES AT BOCA BEACH CLUB CONDO,"2800 South Ocean Boulevard, Boca Raton, FL 33432-8332, USA",046505196,33432
F1171,OCEAN RESIDENCES AT BOCA BEACH CLUB CONDO - CABANAS,"OCEAN RESIDENCES AT BOCA BEACH CLUB CONDO, Via Cabana Drive, Boca Raton, FL 33432, USA",,
F0470,OCEAN SOUNDS,"1770 South Ocean Boulevard, FL 33062-7808, USA",027254130,33062
F0990,OCEAN TOWERS,"2800 South Ocean Boulevard, Boca Raton, FL 33432-8332, USA",046505196,33432
F1593,OCEAN TOWERS CONDOMINIUMS,"170 North Ocean Boulevard, Palm Beach, FL 33480-3946, USA",025623690,33480
F1022,OCEAN TRAIL 1,"200 Ocean Trail Way, Jupiter, FL 33477-5511, USA",031960020,33477
F1023,OCEAN TRAIL 5,"500 Ocean Trail Way, Jupiter, FL 33477-5529, USA",070552411,33477
F1026,OCEAN TRAIL IV,"400 Ocean Trail Way, Jupiter, FL 33477-5523, USA",061131022,33477
F1550,OCEAN VIEW CONDOMINIUMS,"2370 Northeast Ocean Boulevard, Stuart, FL 34996-2949, USA",040328335,34996
F1077,OCEAN WALK PLACE,"105 West Spearfish Lane, Jupiter, FL 33477-7209, USA",003656576,33477
F0375,OCEANA KEY BISCAYNE,"350 Ocean Drive, Key Biscayne, FL 33149-1600, USA",056324360,33149
F0918,OCEANA NORTH I CONDO,"9940 South Ocean Drive, FL 34957-2428, USA",099290632,34957
F1216,OCEANA SOUTH,"10600 South Ocean Drive, Hutchinson Island South, FL 34957-2667, USA",004137724,34957
F1385,OCEANCREST CONDO,"1300 South Jimmy Buffett Memorial Highway, Jupiter, FL 33477, USA",014327717,33477
F1288,OCEANIA IV CONDOMINIUM,"16400 Collins Avenue, Sunny Isles Beach, FL 33160-4564, USA",024494065,33160
F1895,OCEANS FOUR,"3003 South Atlantic Avenue, FL 32118-6149, USA",049193669,32118
F1733,OCEANSIDE FIVE,"OCEANSIDE FIVE, Fisher Island, FL 33109, USA",,
F1738,OCEANSIDE I,"OCEANSIDE I, Fisher Island Drive, Fisher Island, FL 33109, USA",,
F1747,OCEANSIDE II,"OCEANSIDE II, Fisher Island Drive, Fisher Island, FL 33109, USA",,
F1736,OCEANSIDE IV,"OCEANSIDE IV, Fisher Island, FL 33109, USA",,
F1647,OCEANSIDE PLAZA CONDOMINIUM,"5555 Collins Avenue, Florida 33140-2559, USA",075570502,33140
F0619,OCEANTREE CONDOS,"3400 North Ocean Drive, Florida 33404-3220, USA",055260709,33404
F0666,OCEANVIEW CONDO BLDG A,"19390 Collins Avenue, Sunny Isles Beach, FL 33160-2200, USA",030743587,33160
F1168,OCEANVIEW PARK CONDO,"800 Parkview Drive, Hallandale Beach, FL 33009-2978, USA",090406094,33009
F0530,OLD MARSH GOLF CLUB,"7500 Old Marsh Road, Palm Beach Gardens, FL 33418-7501, USA",088139825,33418
F0606,OLD PALM FOUNDATION,"11889 Old Palm Drive, Palm Beach Gardens, FL 33418-1568, USA",009854623,33418
F1217,OLD PORT COVE,"115 Lakeshore Drive, North Palm Beach, FL 33408-3681, USA",008533491,33408
F1141,OLD TOWN SQUARE,"212 Northeast 1st Avenue, Pompano Beach, FL 33060-6614, USA",035378590,33060
F0849,OLD TRAIL HOA,"18974 Southeast Old Trail Drive East, Jupiter, FL 33478-1807, USA",029618306,33478
F0354,OLDE CYPRESS,"7165 Treeline Drive, Naples, FL 34119-6787, USA",086188470,34119
